# call_index  Electronic(H)         Repulsive(H)          Total(H)
     512        -86.5899463120          0.9848133661        -85.6051329459
     513        -86.5762312692          0.9750837436        -85.6011475256
     514        -86.5311830087          0.8901716430        -85.6410113656
     515        -86.4817812485          0.8107656769        -85.6710155716
     516        -86.4509888176          0.7896990677        -85.6612897499
     517        -86.4442416349          0.8198925621        -85.6243490729
     518        -86.4536602395          0.8553661445        -85.5982940951
     519        -86.4669441916          0.8550152946        -85.6119288970
     520        -86.4828244099          0.8398635351        -85.6429608748
     521        -86.5044494080          0.8548685036        -85.6495809044
     522        -86.5233713352          0.9021658948        -85.6212054405
     523        -86.5194132282          0.9250755788        -85.5943376494
     524        -86.4780030612          0.8617990646        -85.6162039966
     525        -86.4172102456          0.7578256287        -85.6593846168
     526        -86.3691836141          0.6993102120        -85.6698734022
     527        -86.3490224810          0.7062643793        -85.6427581017
